2010-01-14	17	3184	1224.63	941.36	8060	4026	12784.59	52863.2
2010-01-14	18	4025	1707.45	1248.13	10670	5340	15386.08	67428.6
2010-01-14	19	4302	1814.42	1270.42	11767	5873	17502.35	73462.36
2010-01-14	2	741	176.11	138.43	1582	753	2776.77	10164.9
2010-01-14	20	4237	1733.64	1180.66	11773	5771	18331.31	72569.19
2010-01-14	21	4117	1676.92	1140.89	11586	5687	19138.08	74289.88
2010-01-14	22	3944	1569.25	1070.5	10723	5249	18455.64	70720.69
2010-01-14	23	3502	1271.18	890.65	9010	4359	15742.86	59796.43
2010-01-14	3	478	112.26	90.83	1003	468	1872.17	6798.88
2010-01-14	4	383	90.5	75.52	780	373	1957.1	6628.34
2010-01-14	5	511	117.85	100.11	1003	509	2884.29	9570.44
2010-01-14	6	1384	345.39	260.78	2953	1601	5897.71	20804.17
2010-01-14	7	2856	995.06	692.09	7213	3785	11666.58	45057.68
2010-01-14	8	3772	1676.34	1155.96	10245	5422	15241.79	64981.92
2010-01-14	9	3849	1639.27	1142.36	9367	4974	14317.85	62893.4
2010-01-15	0	2859	916.09	663.12	6848	3279	11975.1	45122.75
2010-01-15	1	1755	485.92	360.64	3782	1839	6648.58	24814.6
2010-01-15	10	3196	1091.55	800.67	6943	3615	10606.46	45803.08
2010-01-15	11	2953	979.66	747.4	6599	3379	10036.91	43280.76
2010-01-15	12	2901	1008.13	757.71	6606	3417	10673.82	45222.17
2010-01-15	13	2729	937.59	710.8	6072	3106	10505.7	42904.27
2010-01-15	14	2994	1079.64	837.83	6761	3466	11988.7	48889.49
2010-01-15	15	2935	1113.27	870.21	6518	3317	12047.75	49295.74
2010-01-15	16	2701	943.49	745.88	5844	2920	10988.11	43507.6
2010-01-15	17	3117	1164.84	904.64	7685	3845	12260.71	51200.65
2010-01-15	18	3806	1534.67	1116.01	9961	4922	14810.71	62612.71
2010-01-15	19	4092	1705.96	1209.18	11296	5511	16388.46	68975.97
2010-01-15	2	1131	288.9	218.04	2434	1153	4264.21	15859.75
2010-01-15	20	4033	1593.58	1129.36	10661	5196	16369.06	66867.54
2010-01-15	21	3685	1326.83	940.61	9384	4526	14712.03	58700.77
2010-01-15	22	3589	1300.13	924.12	9575	4535	14491.59	57579.49
2010-01-15	23	3674	1392.23	996.03	9971	4743	15456.2	61140.23
2010-01-15	3	714	169.54	135.1	1467	693	2633.11	9657.57
2010-01-15	4	509	126.22	105.87	1119	504	2572.87	8780.08
2010-01-15	5	584	138.19	121.64	1174	573	3661.29	12250.03
2010-01-15	6	1363	371.17	279.31	3085	1618	6642.76	23133.27
2010-01-15	7	2724	939.6	666.02	6816	3545	11806.09	44183.93
2010-01-15	8	3729	1627.49	1137.6	10171	5328	15573.08	65065.82
2010-01-15	9	3902	1688.53	1173.01	9686	5086	14722.72	64634.78
2010-01-16	0	3643	1388.42	997.94	10084	4650	15754.32	62061.62
2010-01-16	1	3255	1128.24	800.22	8288	3915	12875.75	50512.84
2010-01-16	10	2024	540.45	398.79	4498	2289	6908.6	26962.25
2010-01-16	11	2361	668.77	497.01	5309	2680	7853.75	31523.56
2010-01-16	12	2539	748.53	556.76	5766	2907	8329.12	34326.32
2010-01-16	13	2556	783.27	590.73	5943	2926	8598.46	35877.04
2010-01-16	14	2487	750.18	585.29	5649	2768	8430.92	34987.56
2010-01-16	15	2577	806.39	618.81	6112	2939	9234.1	37758.86
2010-01-16	16	2451	789.89	600.57	5708	2780	9059.62	36782.34
2010-01-16	17	2673	870.98	661.31	6743	3300	9510.89	39430.19
2010-01-16	18	3043	1058.2	784.44	7597	3631	10995.12	45327.85
2010-01-16	19	3396	1234.28	916.11	8954	4281	12153.93	51848.71
2010-01-16	2	2757	911.64	645.26	7079	3308	10988.9	42457.45
2010-01-16	20	3372	1165.69	852.68	8406	4011	11737.36	49056.25
2010-01-16	21	3144	1036.32	759.55	8033	3736	11162.07	45541.32
2010-01-16	22	3394	1168.79	857.76	9119	4201	12298.59	50341.62
2010-01-16	23	3692	1442.96	1055.67	10540	4852	13875.09	58969.18
2010-01-16	3	2194	698.32	499.47	5350	2479	9047.9	34004.21
2010-01-16	4	1404	383.9	304.08	3183	1406	6105.4	21870.67
2010-01-16	5	631	157.5	133.88	1324	584	3504.02	11516.78
2010-01-16	6	564	147.66	123.24	1008	546	3586.69	11638.43
2010-01-16	7	759	172.52	147.94	1418	722	4035.71	13182.89
2010-01-16	8	1168	281.99	221.26	2475	1268	5051.45	17687.09
2010-01-16	9	1666	425.74	317.68	3593	1877	6210.2	23160.99
2010-01-17	0	3692	1506.99	1089.06	10375	4842	14944.76	62300.21
2010-01-17	1	3487	1305.29	922.85	9647	4418	14439.92	57125.55
2010-01-17	10	1673	427.37	311.65	3998	1950	5915.31	22498.27
2010-01-17	11	2169	634.28	445.73	5438	2685	7715.85	30501.09
2010-01-17	12	2743	951.77	655.27	7464	3708	9849.07	40870.12
